idpers,idhous17,p17a01,p17a04,p17c01,p17c02,p17c08,occupa17,x17i04,age17,sex17,educat17,isced17,edyear17,civsta17,nbpers17,nbkid17,region17,canton17
90579103,905791,,,,,,,inapplicable,21.0,,,,13.0,,6,2,,
90579104,905791,,,,,,,inapplicable,19.0,,,,13.0,,6,2,,
90585101,905851,,,,,,,inapplicable,34.0,,,,18.0,,4,2,,
90585102,905851,,,,8.0,,,inapplicable,31.0,,,,18.0,,4,2,,
90586101,905861,,3.0,,8.0,5.0,,inapplicable,32.0,,,,16.0,,2,0,,
90586102,905861,,5.0,,9.0,,,inapplicable,32.0,,,,12.0,,2,0,,
90587102,905871,,7.0,,8.0,6.0,,inapplicable,61.0,,,,12.0,,2,0,,
90588101,905881,,,,,,,inapplicable,38.0,,,,12.0,,2,0,,
90588102,905881,,2.0,,9.0,,,inapplicable,30.0,,,,16.0,,2,0,,
90589101,905891,,3.0,,5.0,3.0,,inapplicable,58.0,,,,18.0,,2,0,,
90589102,905891,,4.0,,8.0,,,inapplicable,58.0,,,,18.0,,2,0,,
90590102,905901,,,,7.0,2.0,,inapplicable,46.0,,,,9.0,,2,0,,
90591103,905911,,,,,,,inapplicable,39.0,,,,12.0,,3,0,,
90595101,905951,,,,,,,inapplicable,55.0,,,,18.0,,5,1,,
90595102,905951,,2.0,,,,,inapplicable,53.0,,,,12.0,,5,1,,
90595103,905951,,2.0,,9.0,5.0,,inapplicable,26.0,,,,16.0,,5,1,,
90595104,905951,,,,5.0,6.0,,inapplicable,19.0,,,,12.0,,5,1,,
90596101,905961,,,,,,,inapplicable,33.0,,,,12.0,,4,2,,
90596102,905961,,7.0,,9.0,,,inapplicable,32.0,,,,16.0,,4,2,,
90597101,905971,,4.0,,6.0,3.0,,inapplicable,52.0,,,,12.0,,3,0,,
90597102,905971,,,,6.0,6.0,,inapplicable,46.0,,,,12.0,,3,0,,
90597103,905971,,4.0,,,5.0,,inapplicable,20.0,,,,12.0,,3,0,,
90602102,906021,,2.0,,9.0,,,inapplicable,60.0,,,,16.0,,2,0,,
90603101,906031,,,,9.0,,,inapplicable,48.0,,,,10.0,,3,1,,
90603102,906031,,,,8.0,9.0,,inapplicable,45.0,,,,12.0,,3,1,,
90608102,906081,,,,,,,inapplicable,64.0,,,,9.0,,2,0,,
90610101,906101,,,,,,,inapplicable,39.0,,,,10.0,,5,3,,
90610102,906101,,,,,,,inapplicable,38.0,,,,9.0,,5,3,,
90612101,906121,,2.0,,8.0,,,inapplicable,39.0,,,,16.0,,1,0,,
90615101,906151,,7.0,,,,,inapplicable,40.0,,,,12.0,,3,2,,
90617101,906171,,,,,,,does not know,53.0,,,,,,5,1,,
90617102,906171,,3.0,,8.0,8.0,,inapplicable,51.0,,,,12.0,,5,1,,
90617103,906171,,3.0,,9.0,,,inapplicable,24.0,,,,14.0,,5,1,,
90617105,906171,,3.0,,3.0,,,inapplicable,19.0,,,,9.0,,5,1,,
90621101,906211,,,,,,,inapplicable,40.0,,,,18.0,,3,1,,
90621102,906211,,,,,5.0,,inapplicable,39.0,,,,14.0,,3,1,,
90628101,906281,,,,,,,inapplicable,33.0,,,,12.0,,2,0,,
90628102,906281,,,,,,,inapplicable,27.0,,,,18.0,,2,0,,
90629101,906291,,,,,,,inapplicable,53.0,,,,9.0,,4,0,,
90629102,906291,,,,,,,inapplicable,51.0,,,,9.0,,4,0,,
90629104,906291,,,,,,,inapplicable,22.0,,,,12.0,,4,0,,
90629105,906291,,,,,,,inapplicable,20.0,,,,9.0,,4,0,,
90632101,906321,,,,,,,inapplicable,42.0,,,,12.0,,4,2,,
90632102,906321,,,,,,,inapplicable,37.0,,,,12.0,,4,2,,
90643101,906431,,,,5.0,,,inapplicable,32.0,,,,9.0,,3,1,,
90643102,906431,,2.0,,9.0,,,inapplicable,31.0,,,,12.0,,3,1,,
90644101,906441,,,,7.0,,,inapplicable,49.0,,,,18.0,,4,2,,
90644102,906441,,1.0,,7.0,,,inapplicable,47.0,,,,14.0,,4,2,,
90645101,906451,,,,,,,inapplicable,49.0,,,,12.0,,3,0,,
90645102,906451,,,,,,,inapplicable,45.0,,,,12.0,,3,0,,
90645103,906451,,,,,,,inapplicable,21.0,,,,,,3,0,,
90648101,906481,,,,,,,inapplicable,36.0,,,,18.0,,4,0,,
90649102,906491,,,,,,,21600,64.0,,,,9.0,,3,0,,
90649103,906491,,,,,,,no personal income,33.0,,,,,,3,0,,
90652101,906521,,3.0,,8.0,1.0,,inapplicable,48.0,,,,18.0,,4,1,,
90652102,906521,,1.0,,9.0,,,inapplicable,47.0,,,,13.0,,4,1,,
90652103,906521,,3.0,,9.0,3.0,,inapplicable,18.0,,,,9.0,,4,1,,
90659101,906591,,5.0,,9.0,8.0,,inapplicable,40.0,,,,12.0,,1,0,,
90660101,906601,,4.0,,8.0,3.0,,inapplicable,51.0,,,,13.0,,4,1,,
90660102,906601,,,,,,,inapplicable,51.0,,,,12.0,,4,1,,
90660104,906601,,,,5.0,2.0,,inapplicable,21.0,,,,9.0,,4,1,,
90661103,906611,,,,,,,inapplicable,52.0,,,,18.0,,5,2,,
90669101,906691,,,,5.0,4.0,,inapplicable,61.0,,,,16.0,,2,0,,
90669102,906691,,,,,,,no personal income,47.0,,,,12.0,,2,0,,
90680101,906801,,4.0,,9.0,,,inapplicable,52.0,,,,18.0,,1,0,,
90682101,906821,,,,,,,inapplicable,56.0,,,,18.0,,3,0,,
90682102,906821,,,,,,,inapplicable,22.0,,,,13.0,,3,0,,
90682103,906821,,2.0,,9.0,,,inapplicable,19.0,,,,9.0,,3,0,,
90685101,906851,,,,8.0,,,inapplicable,27.0,,,,18.0,,1,0,,
90688101,906881,,,,9.0,,,inapplicable,54.0,,,,10.0,,4,0,,
90688102,906881,,,,,,,inapplicable,49.0,,,,12.0,,4,0,,
90688103,906881,,2.0,,8.0,,,inapplicable,23.0,,,,14.0,,4,0,,
90688104,906881,,1.0,,9.0,1.0,,inapplicable,19.0,,,,12.0,,4,0,,
90689101,906891,,3.0,,8.0,2.0,,inapplicable,36.0,,,,12.0,,3,1,,
90689102,906891,,,,8.0,,,inapplicable,34.0,,,,18.0,,3,1,,
90691101,906911,,,,6.0,1.0,,inapplicable,57.0,,,,12.0,,1,0,,
90692101,906921,,,,8.0,,,inapplicable,45.0,,,,12.0,,3,1,,
90692102,906921,,,,8.0,,,inapplicable,42.0,,,,12.0,,3,1,,
90693101,906931,,2.0,,8.0,1.0,,inapplicable,32.0,,,,18.0,,2,0,,
90693102,906931,,1.0,,5.0,6.0,,inapplicable,34.0,,,,18.0,,2,0,,
90694101,906941,,7.0,,9.0,,,inapplicable,47.0,,,,18.0,,4,2,,
90694102,906941,,,,,,,inapplicable,43.0,,,,18.0,,4,2,,
90695101,906951,,,,,,,inapplicable,37.0,,,,18.0,,4,2,,
90695102,906951,,,,,,,inapplicable,36.0,,,,18.0,,4,2,,
90698101,906981,,2.0,,8.0,2.0,,inapplicable,52.0,,,,16.0,,4,2,,
90698102,906981,,5.0,,6.0,7.0,,inapplicable,49.0,,,,10.0,,4,2,,
90699101,906991,,,,,,,inapplicable,30.0,,,,10.0,,3,1,,
90699102,906991,,7.0,,7.0,1.0,,inapplicable,30.0,,,,10.0,,3,1,,
90701102,907011,,,,,,,inapplicable,50.0,,,,9.0,,9,0,,
90701103,907011,,,,,,,inapplicable,23.0,,,,12.0,,9,0,,
90701104,907011,,,,,,,inapplicable,20.0,,,,14.0,,9,0,,
90701105,907011,,,,,,,inapplicable,19.0,,,,14.0,,9,0,,
90701106,907011,,,,,,,inapplicable,18.0,,,,9.0,,9,0,,
90701107,907011,,,,,,,inapplicable,29.0,,,,18.0,,9,0,,
90701108,907011,,,,,,,inapplicable,26.0,,,,12.0,,9,0,,
90701109,907011,,,,,,,inapplicable,22.0,,,,9.0,,9,0,,
90705101,907051,,,,,,,inapplicable,48.0,,,,12.0,,4,1,,
90705102,907051,,,,,,,inapplicable,45.0,,,,10.0,,4,1,,
90705103,907051,,,,,,,inapplicable,19.0,,,,9.0,,4,1,,
90707101,907071,,,,8.0,1.0,,inapplicable,56.0,,,,12.0,,4,1,,
90707102,907071,,3.0,,7.0,6.0,,inapplicable,51.0,,,,10.0,,4,1,,
90707103,907071,,2.0,,9.0,2.0,,inapplicable,18.0,,,,12.0,,4,1,,
90708101,907081,,,,,,,inapplicable,45.0,,,,9.0,,6,4,,
90708102,907081,,,,,,,inapplicable,44.0,,,,12.0,,6,4,,
90711102,907111,,,,6.0,3.0,,inapplicable,64.0,,,,10.0,,2,0,,
90713101,907131,,,,7.0,2.0,,inapplicable,49.0,,,,12.0,,4,2,,
90713102,907131,,,,3.0,9.0,,inapplicable,43.0,,,,16.0,,4,2,,
90715101,907151,,5.0,,,2.0,,inapplicable,57.0,,,,12.0,,2,0,,
90715102,907151,,7.0,,8.0,,,inapplicable,56.0,,,,18.0,,2,0,,
90716101,907161,,7.0,,8.0,,,inapplicable,32.0,,,,12.0,,2,0,,
90716102,907161,,1.0,,7.0,2.0,,inapplicable,30.0,,,,12.0,,2,0,,
90718101,907181,,,,,,,inapplicable,50.0,,,,13.0,,5,1,,
90718102,907181,,,,,,,43200,46.0,,,,9.0,,5,1,,
90718103,907181,,,,,,,inapplicable,22.0,,,,12.0,,5,1,,
90718104,907181,,,,,,,inapplicable,19.0,,,,9.0,,5,1,,
90719101,907191,,,,,,,inapplicable,57.0,,,,13.0,,2,0,,
90723101,907231,,3.0,,7.0,3.0,,inapplicable,48.0,,,,18.0,,2,0,,
90723102,907231,,,,,,,inapplicable,46.0,,,,12.0,,2,0,,
90726101,907261,,,,9.0,,,inapplicable,28.0,,,,18.0,,1,0,,
90728101,907281,,,,,,,inapplicable,40.0,,,,9.0,,6,4,,
90728102,907281,,,,,,,no personal income,37.0,,,,9.0,,6,4,,
90729101,907291,,4.0,,7.0,1.0,,inapplicable,42.0,,,,12.0,,1,0,,
90734101,907341,,,,,,,inapplicable,57.0,,,,10.0,,5,1,,
90734102,907341,,,,,,,inapplicable,52.0,,,,16.0,,5,1,,
90734103,907341,,1.0,,,,,inapplicable,22.0,,,,12.0,,5,1,,
90734104,907341,,,,,,,inapplicable,20.0,,,,9.0,,5,1,,
90737101,907371,,,,,,,inapplicable,40.0,,,,12.0,,1,0,,
90739101,907391,,,,,,,inapplicable,48.0,,,,,,5,3,,
90739102,907391,,,,,,,inapplicable,41.0,,,,,,5,3,,
90742101,907421,,,,,,,inapplicable,38.0,,,,9.0,,2,0,,
90742102,907421,,2.0,,9.0,,,inapplicable,36.0,,,,18.0,,2,0,,
90743102,907431,,,,9.0,,,inapplicable,45.0,,,,12.0,,4,1,,
90743103,907431,,,,6.0,3.0,,inapplicable,40.0,,,,12.0,,4,1,,
90746101,907461,,3.0,,7.0,5.0,,inapplicable,54.0,,,,12.0,,4,1,,
90746102,907461,,,,8.0,,,inapplicable,49.0,,,,10.0,,4,1,,
90746103,907461,,7.0,,7.0,,,inapplicable,21.0,,,,13.0,,4,1,,
90751101,907511,,1.0,,,,,inapplicable,63.0,,,,10.0,,2,0,,
90751102,907511,,3.0,,5.0,7.0,,inapplicable,59.0,,,,12.0,,2,0,,
90752101,907521,,,,,,,inapplicable,34.0,,,,13.0,,3,1,,
90752102,907521,,,,9.0,,,inapplicable,34.0,,,,18.0,,3,1,,
90757101,907571,,3.0,,8.0,3.0,,inapplicable,41.0,,,,12.0,,2,0,,
90757102,907571,,,,3.0,9.0,,inapplicable,36.0,,,,18.0,,2,0,,
90759101,907591,,5.0,,9.0,,,inapplicable,63.0,,,,16.0,,4,0,,
90759102,907591,,,,,,,inapplicable,57.0,,,,12.0,,4,0,,
90759103,907591,,,,,,,inapplicable,21.0,,,,12.0,,4,0,,
90759104,907591,,5.0,,6.0,8.0,,inapplicable,19.0,,,,9.0,,4,0,,
90760101,907601,,3.0,,,,,inapplicable,29.0,,,,16.0,,1,0,,
90762101,907621,,2.0,,8.0,,,inapplicable,36.0,,,,10.0,,3,1,,
90762102,907621,,2.0,,7.0,,,inapplicable,33.0,,,,14.0,,3,1,,
90765101,907651,,,,,,,inapplicable,47.0,,,,9.0,,3,1,,
90765102,907651,,,,8.0,5.0,,inapplicable,23.0,,,,10.0,,3,1,,
90767101,907671,,4.0,,9.0,,,inapplicable,40.0,,,,18.0,,5,3,,
90767102,907671,,3.0,,7.0,1.0,,inapplicable,38.0,,,,12.0,,5,3,,
90768101,907681,,3.0,,8.0,1.0,,inapplicable,58.0,,,,18.0,,2,0,,
90768102,907681,,3.0,,,,,inapplicable,49.0,,,,18.0,,2,0,,
90769101,907691,,,,,,,inapplicable,48.0,,,,12.0,,3,1,,
90769102,907691,,4.0,,3.0,8.0,,inapplicable,37.0,,,,10.0,,3,1,,
90773101,907731,,,,,,,inapplicable,45.0,,,,,,4,2,,
90773102,907731,,,,,,,inapplicable,43.0,,,,9.0,,4,2,,
90775101,907751,,5.0,,7.0,,,inapplicable,56.0,,,,18.0,,4,1,,
90775102,907751,,5.0,,,,,inapplicable,53.0,,,,18.0,,4,1,,
90775103,907751,,5.0,,9.0,,,inapplicable,19.0,,,,13.0,,4,1,,
90783101,907831,,3.0,,8.0,,,inapplicable,44.0,,,,16.0,,3,1,,
90783102,907831,,7.0,,7.0,2.0,,inapplicable,42.0,,,,16.0,,3,1,,
90790101,907901,,3.0,,7.0,5.0,,inapplicable,52.0,,,,13.0,,2,0,,
90790102,907901,,,,7.0,5.0,,inapplicable,52.0,,,,12.0,,2,0,,
90793101,907931,,,,,,,inapplicable,48.0,,,,12.0,,2,0,,
90793102,907931,,,,,,,no answer,40.0,,,,12.0,,2,0,,
90795101,907951,,1.0,,8.0,1.0,,inapplicable,58.0,,,,18.0,,4,1,,
90795102,907951,,2.0,,2.0,9.0,,inapplicable,57.0,,,,18.0,,4,1,,
90795103,907951,,2.0,,9.0,,,inapplicable,29.0,,,,18.0,,4,1,,
90798101,907981,,,,7.0,1.0,,inapplicable,45.0,,,,12.0,,4,2,,
90798102,907981,,,,8.0,1.0,,inapplicable,44.0,,,,12.0,,4,2,,
90799101,907991,,4.0,,4.0,5.0,,inapplicable,63.0,,,,16.0,,3,0,,
90799102,907991,,,,,3.0,,inapplicable,60.0,,,,13.0,,3,0,,
90799103,907991,,7.0,,,,,inapplicable,32.0,,,,12.0,,3,0,,
90801101,908011,,3.0,,8.0,3.0,,inapplicable,58.0,,,,12.0,,2,0,,
90801102,908011,,3.0,,6.0,,,inapplicable,55.0,,,,12.0,,2,0,,
90805101,908051,,2.0,,9.0,,,inapplicable,53.0,,,,12.0,,1,0,,
90813101,908131,,,,5.0,5.0,,inapplicable,37.0,,,,16.0,,2,0,,
90813102,908131,,,,,,,inapplicable,32.0,,,,12.0,,2,0,,
90814101,908141,,3.0,,9.0,1.0,,inapplicable,60.0,,,,18.0,,3,1,,
90814102,908141,,3.0,,7.0,,,inapplicable,56.0,,,,10.0,,3,1,,
90817101,908171,,,,,,,inapplicable,36.0,,,,14.0,,3,1,,
90817102,908171,,,,6.0,4.0,,inapplicable,30.0,,,,18.0,,3,1,,
90819101,908191,,2.0,,8.0,1.0,,inapplicable,32.0,,,,18.0,,3,1,,
90819102,908191,,1.0,,8.0,2.0,,inapplicable,31.0,,,,18.0,,3,1,,
90825101,908251,,3.0,,8.0,5.0,,inapplicable,45.0,,,,12.0,,5,2,,
90825102,908251,,4.0,,9.0,2.0,,inapplicable,44.0,,,,12.0,,5,2,,
90825103,908251,,2.0,,,,,inapplicable,19.0,,,,14.0,,5,2,,
90830101,908301,,,,,,,inapplicable,60.0,,,,9.0,,2,0,,
90830102,908301,,,,,,,inapplicable,58.0,,,,18.0,,2,0,,
90832101,908321,,3.0,,9.0,,,inapplicable,54.0,,,,18.0,,2,0,,
90832102,908321,,,,,,,inapplicable,51.0,,,,12.0,,2,0,,
90835101,908351,,7.0,,8.0,1.0,,inapplicable,63.0,,,,18.0,,2,0,,
90835102,908351,,4.0,,9.0,,,inapplicable,60.0,,,,10.0,,2,0,,
90836101,908361,,7.0,,5.0,5.0,,inapplicable,23.0,,,,9.0,,1,0,,
90846103,908461,,7.0,,6.0,1.0,,inapplicable,37.0,,,,16.0,,4,2,,
90846104,908461,,5.0,,5.0,3.0,,inapplicable,35.0,,,,12.0,,4,2,,
90849101,908491,,,,8.0,,,inapplicable,51.0,,,,18.0,,2,0,,
90849102,908491,,,,,,,inapplicable,47.0,,,,13.0,,2,0,,
90855101,908551,,,,,,,inapplicable,57.0,,,,9.0,,5,0,,
90855102,908551,,,,,,,no personal income,53.0,,,,9.0,,5,0,,
90855103,908551,,,,7.0,,,inapplicable,32.0,,,,12.0,,5,0,,
90855104,908551,,,,,,,inapplicable,22.0,,,,12.0,,5,0,,
90855105,908551,,,,2.0,9.0,,inapplicable,20.0,,,,10.0,,5,0,,
90860101,908601,,,,,,,inapplicable,38.0,,,,18.0,,2,0,,
90860102,908601,,4.0,,9.0,,,inapplicable,35.0,,,,16.0,,2,0,,
90867101,908671,,3.0,,9.0,,,inapplicable,36.0,,,,16.0,,4,2,,
90867102,908671,,3.0,,8.0,,,inapplicable,33.0,,,,13.0,,4,2,,
90874101,908741,,,,,,,inapplicable,34.0,,,,18.0,,2,0,,
90874102,908741,,3.0,,5.0,3.0,,inapplicable,33.0,,,,18.0,,2,0,,
90878101,908781,,,,7.0,3.0,,inapplicable,48.0,,,,8.0,,5,1,,
90878102,908781,,,,8.0,3.0,,inapplicable,47.0,,,,9.0,,5,1,,
90878103,908781,,,,,4.0,,inapplicable,25.0,,,,14.0,,5,1,,
90878104,908781,,,,,,,inapplicable,23.0,,,,9.0,,5,1,,
90879101,908791,,1.0,,,,,inapplicable,34.0,,,,18.0,,3,1,,
90879102,908791,,3.0,,,,,inapplicable,32.0,,,,18.0,,3,1,,
90888101,908881,,,,,,,inapplicable,38.0,,,,18.0,,3,1,,
90888102,908881,,,,,,,inapplicable,37.0,,,,18.0,,3,1,,
90899101,908991,,7.0,,8.0,5.0,,inapplicable,61.0,,,,16.0,,3,0,,
90899102,908991,,7.0,,6.0,1.0,,inapplicable,56.0,,,,16.0,,3,0,,
90899103,908991,,1.0,,8.0,,,inapplicable,24.0,,,,13.0,,3,0,,
90900101,909001,,,,,,,inapplicable,40.0,,,,12.0,,4,2,,
90900102,909001,,1.0,,9.0,,,inapplicable,38.0,,,,12.0,,4,2,,
90907101,909071,,,,6.0,,,inapplicable,33.0,,,,12.0,,1,0,,
90908101,909081,,,,5.0,7.0,,inapplicable,41.0,,,,12.0,,4,2,,
90908102,909081,,,,4.0,8.0,,inapplicable,34.0,,,,12.0,,4,2,,
90912101,909121,,2.0,,9.0,,,inapplicable,56.0,,,,16.0,,1,0,,
90920101,909201,,,,,,,inapplicable,60.0,,,,10.0,,1,0,,
90929101,909291,,,,,,,inapplicable,31.0,,,,10.0,,1,0,,
90932101,909321,,3.0,,,,,inapplicable,20.0,,,,12.0,,1,0,,
90935103,909351,,,,9.0,7.0,,inapplicable,64.0,,,,12.0,,3,0,,
90944101,909441,,7.0,,6.0,8.0,,inapplicable,45.0,,,,12.0,,4,0,,
90944102,909441,,7.0,,,3.0,,inapplicable,43.0,,,,16.0,,4,0,,
90944103,909441,,,,,,,18000,21.0,,,,9.0,,4,0,,
90944104,909441,,5.0,,,,,inapplicable,19.0,,,,9.0,,4,0,,
90947101,909471,,6.0,,6.0,2.0,,inapplicable,56.0,,,,18.0,,1,0,,
90948101,909481,,1.0,,9.0,1.0,,inapplicable,34.0,,,,16.0,,4,2,,
90948102,909481,,3.0,,9.0,1.0,,inapplicable,33.0,,,,12.0,,4,2,,
90955101,909551,,,,8.0,,,inapplicable,50.0,,,,12.0,,4,1,,
90955102,909551,,,,,,,inapplicable,48.0,,,,9.0,,4,1,,
90955103,909551,,,,,,,inapplicable,19.0,,,,9.0,,4,1,,
90957101,909571,,,,8.0,1.0,,inapplicable,60.0,,,,9.0,,2,0,,
90957102,909571,,,,5.0,2.0,,inapplicable,56.0,,,,18.0,,2,0,,
90963101,909631,,,,,,,inapplicable,33.0,,,,12.0,,3,1,,
90963102,909631,,,,,,,inapplicable,28.0,,,,12.0,,3,1,,
90967101,909671,,,,8.0,,,inapplicable,53.0,,,,12.0,,4,2,,
90967102,909671,,2.0,,8.0,6.0,,inapplicable,48.0,,,,16.0,,4,2,,
90974101,909741,,1.0,,9.0,2.0,,inapplicable,48.0,,,,12.0,,4,2,,
90974102,909741,,2.0,,8.0,2.0,,inapplicable,47.0,,,,18.0,,4,2,,
90978101,909781,,,,,,,inapplicable,48.0,,,,10.0,,2,0,,
90978102,909781,,,,,,,inapplicable,46.0,,,,10.0,,2,0,,
90982101,909821,,,,,,,inapplicable,61.0,,,,18.0,,1,0,,
90986101,909861,,4.0,,9.0,,,inapplicable,26.0,,,,14.0,,3,0,,
90986102,909861,,,,,,,inapplicable,23.0,,,,12.0,,3,0,,
90986103,909861,,3.0,,8.0,2.0,,inapplicable,23.0,,,,12.0,,3,0,,
90992101,909921,,2.0,,9.0,,,inapplicable,45.0,,,,18.0,,5,3,,
90992102,909921,,5.0,,7.0,2.0,,inapplicable,41.0,,,,12.0,,5,3,,
90995101,909951,,7.0,,7.0,,,inapplicable,53.0,,,,18.0,,4,2,,
90995102,909951,,7.0,,5.0,2.0,,inapplicable,48.0,,,,0.0,,4,2,,
90997101,909971,,,,,,,inapplicable,41.0,,,,8.0,,4,1,,
90997102,909971,,,,,,,inapplicable,40.0,,,,8.0,,4,1,,
90997103,909971,,5.0,,,,,inapplicable,18.0,,,,9.0,,4,1,,
90999102,909991,,7.0,,8.0,1.0,,inapplicable,63.0,,,,12.0,,2,0,,
91008101,910081,,,,,,,24000,60.0,,,,8.0,,3,0,,
91008102,910081,,,,6.0,5.0,,inapplicable,57.0,,,,8.0,,3,0,,
91008105,910081,,,,8.0,2.0,,inapplicable,26.0,,,,14.0,,3,0,,
91009101,910091,,,,,,,inapplicable,58.0,,,,18.0,,4,0,,
91009102,910091,,2.0,,8.0,2.0,,inapplicable,54.0,,,,18.0,,4,0,,
91009103,910091,,2.0,,,1.0,,inapplicable,25.0,,,,18.0,,4,0,,
91009104,910091,,,,,,,inapplicable,22.0,,,,13.0,,4,0,,
91015101,910151,,,,,,,inapplicable,47.0,,,,18.0,,4,2,,
91015102,910151,,2.0,,8.0,5.0,,inapplicable,46.0,,,,18.0,,4,2,,
91020101,910201,,,,,,,inapplicable,44.0,,,,,,6,2,,
91020102,910201,,,,,,,inapplicable,43.0,,,,,,6,2,,
91020103,910201,,,,,,,inapplicable,19.0,,,,,,6,2,,
91020106,910201,,,,,,,inapplicable,20.0,,,,,,6,2,,
91021101,910211,,3.0,,9.0,,,inapplicable,48.0,,,,10.0,,5,1,,
91021102,910211,,2.0,,9.0,,,inapplicable,46.0,,,,16.0,,5,1,,
91021103,910211,,5.0,,9.0,,,inapplicable,21.0,,,,13.0,,5,1,,
91021104,910211,,3.0,,,2.0,,inapplicable,19.0,,,,12.0,,5,1,,
91022101,910221,,2.0,,9.0,2.0,,inapplicable,34.0,,,,18.0,,3,1,,
91022102,910221,,4.0,,8.0,,,inapplicable,32.0,,,,16.0,,3,1,,
91025101,910251,,1.0,,5.0,3.0,,inapplicable,31.0,,,,14.0,,4,2,,
91025102,910251,,,,7.0,2.0,,inapplicable,31.0,,,,12.0,,4,2,,
91026102,910261,,3.0,,4.0,5.0,,inapplicable,43.0,,,,18.0,,3,0,,
91026103,910261,,3.0,,8.0,,,inapplicable,19.0,,,,13.0,,3,0,,
91031101,910311,,,,5.0,4.0,,inapplicable,45.0,,,,12.0,,3,1,,
91031102,910311,,1.0,,9.0,1.0,,inapplicable,39.0,,,,12.0,,3,1,,
91032101,910321,,,,5.0,,,inapplicable,50.0,,,,12.0,,5,3,,
91032102,910321,,,,,,,inapplicable,36.0,,,,10.0,,5,3,,
91035101,910351,,4.0,,9.0,1.0,,inapplicable,52.0,,,,18.0,,5,3,,
91035102,910351,,,,9.0,1.0,,inapplicable,45.0,,,,16.0,,5,3,,
91045101,910451,,,,8.0,,,inapplicable,50.0,,,,18.0,,3,1,,
91045102,910451,,,,,,,inapplicable,18.0,,,,9.0,,3,1,,
91049101,910491,,,,7.0,5.0,,inapplicable,44.0,,,,12.0,,3,2,,
91052101,910521,,,,,,,inapplicable,44.0,,,,12.0,,4,3,,
91053101,910531,,2.0,,7.0,4.0,,inapplicable,41.0,,,,18.0,,1,0,,
91063101,910631,,1.0,,7.0,2.0,,inapplicable,32.0,,,,16.0,,3,1,,
91063102,910631,,2.0,,,1.0,,inapplicable,30.0,,,,16.0,,3,1,,
91064102,910641,,5.0,,,2.0,,inapplicable,54.0,,,,16.0,,4,0,,
91064103,910641,,2.0,,,,,inapplicable,24.0,,,,18.0,,4,0,,
91064104,910641,,,,8.0,,,inapplicable,21.0,,,,13.0,,4,0,,
91067101,910671,,,,,,,inapplicable,54.0,,,,12.0,,2,0,,
91067102,910671,,4.0,,8.0,,,inapplicable,49.0,,,,18.0,,2,0,,
91074101,910741,,,,,,,inapplicable,59.0,,,,12.0,,1,0,,
91086101,910861,,4.0,,8.0,,,inapplicable,57.0,,,,12.0,,2,0,,
91086102,910861,,,,,,,inapplicable,52.0,,,,10.0,,2,0,,
91088102,910881,,4.0,,9.0,3.0,,inapplicable,62.0,,,,12.0,,2,0,,
91092101,910921,,3.0,,8.0,,,inapplicable,37.0,,,,18.0,,1,0,,
91095101,910951,,2.0,,7.0,6.0,,inapplicable,54.0,,,,16.0,,4,1,,
91095102,910951,,3.0,,5.0,5.0,,inapplicable,48.0,,,,12.0,,4,1,,
91095103,910951,,,,,,,inapplicable,18.0,,,,9.0,,4,1,,
91096101,910961,,4.0,,8.0,,,inapplicable,44.0,,,,12.0,,1,0,,
91097101,910971,,6.0,,8.0,2.0,,inapplicable,35.0,,,,18.0,,1,0,,
91105101,911051,,7.0,,4.0,,,inapplicable,51.0,,,,12.0,,6,4,,
91105102,911051,,3.0,,9.0,2.0,,inapplicable,44.0,,,,12.0,,6,4,,
91108101,911081,,,,,,,inapplicable,53.0,,,,9.0,,2,0,,
91108102,911081,,7.0,,,5.0,,inapplicable,50.0,,,,12.0,,2,0,,
91112101,911121,,2.0,,7.0,8.0,,inapplicable,35.0,,,,12.0,,5,3,,
91112102,911121,,,,,,,inapplicable,34.0,,,,18.0,,5,3,,
91113101,911131,,7.0,,5.0,,,inapplicable,47.0,,,,16.0,,4,2,,
91113102,911131,,2.0,,8.0,1.0,,inapplicable,45.0,,,,18.0,,4,2,,
91114101,911141,,,,6.0,,,inapplicable,62.0,,,,13.0,,2,0,,
91114102,911141,,1.0,,7.0,3.0,,inapplicable,56.0,,,,18.0,,2,0,,
91115101,911151,,,,,,,inapplicable,43.0,,,,14.0,,4,2,,
91115102,911151,,7.0,,6.0,6.0,,inapplicable,39.0,,,,18.0,,4,2,,
91121101,911211,,,,,,,inapplicable,55.0,,,,12.0,,5,0,,
91121102,911211,,4.0,,9.0,1.0,,inapplicable,50.0,,,,12.0,,5,0,,
91121103,911211,,3.0,,9.0,,,inapplicable,23.0,,,,12.0,,5,0,,
91121104,911211,,6.0,,7.0,1.0,,inapplicable,21.0,,,,12.0,,5,0,,
91121105,911211,,6.0,,6.0,1.0,,inapplicable,19.0,,,,12.0,,5,0,,
91125101,911251,,1.0,,8.0,,,inapplicable,62.0,,,,12.0,,3,0,,
91125102,911251,,,,5.0,2.0,,inapplicable,49.0,,,,9.0,,3,0,,
91125103,911251,,,,,,,inapplicable,19.0,,,,9.0,,3,0,,
91126101,911261,,1.0,,,,,inapplicable,36.0,,,,18.0,,4,2,,
91126102,911261,,1.0,,7.0,3.0,,inapplicable,36.0,,,,18.0,,4,2,,
